title1,title2,address1,address2,semantic_similarity
Indian Queen ,Maxine's ,1725 J. F. Kennedy Blvd. ,243 Camac ,0.30817455
Indian Queen ,Maxine's ,1725 J. F. Kennedy Blvd. ,243 Camac ,0.30817455
Indian Queen ,Maxine's ,1725 J. F. Kennedy Blvd. ,243 Camac,0.3081745
Indian Queen ,Maxine's ,1725 J. F. Kennedy Blvd. ,243 Camac ,0.3081745
Indian Queen ,Maxine's ,1725 J. F. Kennedy Blvd. ,243 Camac ,0.3081745
Allegro ,Dewey's Coffee Shop,1412 Spruce ,13th & Chancellor,0.30747095
Allegro ,Dewey's Coffee Shop,1412 Spruce ,17th & Chancellor,0.30747095
Allegro ,Dewey's Coffee Shop,1412 Spruce ,13th & Chancellor,0.30747095
Allegro ,Dewey's Coffee Shop,1412 Spruce ,17th & Chancelor,0.30747095
Dewey's Coffee Shop,Allegro ,13th & Chancellor,1412 Spruce ,0.30747095
Dewey's Coffee Shop,Allegro ,13th & Chancellor,1412 Spruce ,0.30747095
Dewey's Coffee Shop,Allegro ,17th & Chancelor,1412 Spruce ,0.30747095
Dewey's Coffee Shop,Allegro ,17th & Chancelor,1412 Spruce ,0.30747095
Allegro ,Dewey's Coffee Shop,1412 Spruce ,13th & Chancellor,0.30747077
Allegro ,Dewey's Coffee Shop,1412 Spruce ,17th & Chancelor,0.30747077
Dewey's Coffee Shop,Allegro ,13th & Chancellor,1412 Spruce ,0.30747077
Dewey's Coffee Shop,Allegro ,13th & Chancellor,1412 Spruce ,0.30747077
Dewey's Coffee Shop,Allegro ,13th & Chancellor,1412 Spruce ,0.30747077
Dewey's Coffee Shop,Allegro ,17th & Chancellor,1412 Spruce ,0.30747077
Dewey's Coffee Shop,Allegro ,17th & Chancellor,1412 Spruce ,0.30747077
Dewey's Coffee Shop,Allegro ,17th & Chancellor,1412 Spruce ,0.30747077
Comeback ,Miss P's ,1308 Drury Lane ,418 S. 18th St. ,0.30746078
Foster House ,The Penrose Club ,207 S. Quince ,1415 Locust ,0.3073999
P.B.L. Club ,Westbury Hotel ,204 S. Quince ,271 S 15th St. ,0.3066001
P.B.L Club ,Westbury Hotel ,204 S. Quince ,271 S 15th St. ,0.3066001
PBL Club ,Westbury Hotel ,204 Quince ,271 S 15th St. ,0.3066001
Forty-Six Club ,SK Bar ,46 S 52nd St. ,2 S. Mole St. ,0.30616292
Forty-Six Club ,SK Bar ,46 S. 52nd St. ,2 S. Mole St. ,0.30616292
Rittenhouse Square,The Penrose Club ,,1415 Locust ,0.30598146
Maxines ,Ritz Bar,243 Camac,13th near Market,0.30570173
Maxines ,Ritz Bar,243 Camac,13th near Market,0.30570173
Ritz Bar,Maxine's ,13th near Market,243 Camac,0.30570173
Ritz Bar,Maxine's ,13th near Market,243 Camac ,0.30570173
Ritz Bar,Maxine's ,13th near Market,243 Camac ,0.30570173
Maxine's ,Ritz Bar,243 Camac,13th near Market,0.30570173
Ritz Bar,Maxine's ,13th near Market,243 Camac ,0.30570173
Ritz Bar,Maxine's ,13th near Market,243 Camac ,0.30570173
R.D. Club,Spruce St. from 11th to 21st,13th & Locust,,0.30567414
Allegro ,Forty-Six Club ,1412 Spruce ,46 S 52nd St. ,0.30487618
Allegro ,Forty-Six Club ,1412 Spruce ,46 S. 52nd St. ,0.30487618
Allegro ,Forty-Six Club ,1412 Spruce ,46 S 52nd St. ,0.30487618
Allegro ,Forty-Six Club ,1412 Spruce ,46 S. 52nd St. ,0.30487618
Allegro ,Forty-Six Club ,1412 Spruce ,46 S 52nd St. ,0.30487618
Allegro ,Forty-Six Club ,1412 Spruce ,46 S. 52nd St. ,0.30487618
Allegro ,Forty-Six Club ,1412 Spruce ,46 S 52nd St. ,0.30487618
Allegro ,Forty-Six Club ,1412 Spruce ,46 S. 52nd St. ,0.30487618
Foster House ,Penrose Club ,207 S. Quince ,1415 Locust ,0.30478624
Foster House ,Penrose Club ,207 S. Quince ,1415 Locust,0.30478615
Foster House ,Penrose Club ,207 S. Quince ,1415 Locust ,0.30478612
Varsity Room,Westbury Hotel ,Quince & Walnut,271 S 15th St. ,0.30462703
Pirate's Den,Forty-Six Club ,210 S. Camac ,46 S 52nd St. ,0.30429673
Pirate's Den,Forty-Six Club ,210 S. Camac ,46 S. 52nd St. ,0.30429673
Drury Lane ,P.B.L. Club ,1304 Drury Lane ,204 S. Quince ,0.30376694
Drury Lane ,P.B.L Club ,1304 Drury Lane ,204 S. Quince ,0.30376694
Drury Lane ,PBL Club ,1304 Drury Lane ,204 Quince ,0.30376694
P.B.L. Club ,Drury Lane ,204 S. Quince ,1304 Drury Lane ,0.30376694
P.B.L. Club ,Drury Lane,204 S. Quince ,1308 Drury Lane,0.30376694
P.B.L. Club ,Drury Lane ,204 S. Quince ,1308 Drury ,0.30376694
Drury Lane ,P.B.L Club ,1304 Drury Lane ,204 S. Quince ,0.30376694
Drury Lane ,PBL Club ,1304 Drury Lane ,204 Quince ,0.30376694
P.B.L Club ,Drury Lane,204 S. Quince ,1308 Drury Lane,0.30376694
P.B.L Club ,Drury Lane ,204 S. Quince ,1308 Drury ,0.30376694
Drury Lane,PBL Club ,1308 Drury Lane,204 Quince ,0.30376694
Drury Lane ,PBL Club ,1308 Drury ,204 Quince ,0.30376694
C.R. Club ,Varsity Room,6400 Market ,Quince & Walnut,0.30316502
Carey's,Maxines ,23rd & Fairmount,243 Camac,0.3026275
Carey's,Maxine's ,23rd & Fairmount,243 Camac,0.30262744
Carey's,Maxine's ,23rd & Fairmount,243 Camac ,0.30262744
Carey's,Maxine's ,23rd & Fairmount,243 Camac ,0.30262744
Baron's Variety Lounge ,Midway ,1116 Walnut ,256 S. 12th St. ,0.30193228
Baron's Variety Lounge ,Midway ,1116 Walnut ,256 S. 12th St. ,0.30193228
Baron's Variety Lounge ,Midway ,1116 Walnut ,256 S. 12th St. ,0.30193228
Baron's Variety Lounge ,Midway,1116 Walnut ,256 S. 12th St. ,0.30193222
Pirate's Den,Teddy's Bar ,210 S. Camac ,418 S. 18th St. ,0.3018976
Pirate's Den,Teddy's bar,210 S. Camac ,Broad & Olney,0.3018976
Pirate's Den,Teddy's Bar ,210 S. Camac ,418 S. 18th St. ,0.3018976
Miss P's ,Club Thirteen ,418 S. 18th St. ,214 S. 13th St. ,0.3018732
Miss P's ,Club Thirteen ,418 S. 18th St. ,214 S. 13th St. ,0.3018732
Miss P's ,Club Thirteen ,418 S. 18th St. ,214 S. 13th St. ,0.3018732
Club Thirteen ,Miss P's ,214 S. 13th St. ,418 S. 18th St. ,0.30187312
Frank's ,Attic ,347 S. 13th ,5710 Germantown ,0.30170926
Frank's ,Attic ,347 S. 13th ,5710 Germantown ,0.30170926
Frank's ,Attic ,347 S. 13th ,5710 Germantown,0.30170923
Attic ,Frank's ,5710 Germantown,347 S. 13th ,0.3017091
Miss P's ,Maxine's ,418 S. 18th St. ,243 Camac,0.30085284
Miss P's ,Maxine's ,418 S. 18th St. ,243 Camac ,0.30085284
Miss P's ,Maxine's ,418 S. 18th St. ,243 Camac ,0.30085284
Maxines ,Miss P's ,243 Camac,418 S. 18th St. ,0.3008528
Peyton Place ,Westbury Hotel ,1308 Drury Lane ,271 S 15th St. ,0.30067274
Rittenhouse Square,Westbury Hotel Bar ,,217 S. 15th St. ,0.30009696
Rittenhouse Square,Westbury Hotel Bar ,,271 S. 15th St. ,0.30009696
Rittenhouse Square,Westbury Hotel Bar ,,271 S. 15th St. ,0.30009696
Forrest Bar ,Penrose Club ,206 S. Quince ,1415 Locust ,0.3000714
Forrest Bar ,Penrose Club ,206 S. Quince ,1415 Locust,0.30007136
Forrest Bar ,Penrose Club ,206 S. Quince ,1415 Locust ,0.30007136
Forrest Bar ,Penrose Club ,206 S. Quince ,1415 Locust ,0.30007136
Forrest Bar ,Penrose Club ,206 S. Quince ,1415 Locust ,0.30007127
Penrose Club ,Forrest Bar ,1415 Locust ,206 S. Quince ,0.30007127
Penrose Club ,Forrest Bar ,1415 Locust ,206 S. Quince ,0.30007127
Forrest Bar ,Penrose Club ,206 S. Quince ,1415 Locust ,0.30007124
Penrose Club ,Forrest Bar ,1415 Locust,206 S. Quince ,0.30007124
Penrose Club ,Forrest Bar ,1415 Locust,206 S. Quince ,0.30007124
Penrose Club ,Forrest Bar ,1415 Locust,206 S. Quince ,0.30007124
Forrest Bar ,Penrose Club ,206 S. Quince ,1415 Locust ,0.30007124
Ritz Bar,Forty-Six Club ,13th near Market,46 S 52nd St. ,0.30001625
Ritz Bar,Forty-Six Club ,13th near Market,46 S. 52nd St. ,0.30001625
Ritz Bar,Forty-Six Club ,13th near Market,46 S 52nd St. ,0.30001625
Ritz Bar,Forty-Six Club ,13th near Market,46 S. 52nd St. ,0.30001625
